Recency (months),Frequency (times),Monetary (blood),Time (months),"whether he/she donated blood in March 2007"
2.8492307692307692,4.17948717948718,1044.871794871795,28.141880341880345,1
2.7153846153846155,4.4220512820512825,1105.5128205128206,29.621025641025643,1
2.597591973244147,4.651460423634337,1162.8651059085842,30.922653288740246,1
2.4958528428093643,4.867714604236343,1216.928651059086,32.046763285024156,1
2.410167224080267,5.070813823857302,1267.7034559643255,32.99335562987737,0
2.340535117056856,5.260758082497212,1315.1895206243032,33.76243032329989,0
2.28695652173913,5.437547380156075,1359.3868450390187,34.35398736529171,1
2.2494314381270897,5.6011817168338895,1400.2954292084726,34.76802675585284,0
2.227959866220735,5.751661092530656,1437.9152731326642,35.004548494983275,1
2.222541806020066,5.8889855072463755,1472.246376811594,35.06355258268301,1
2.2331772575250826,6.013154960981046,1503.2887402452616,34.94503901895205,0
2.259866220735785,6.12416945373467,1531.0423634336673,34.649007803790404,0
2.30260869565217,6.222028985507235,1555.507246376809,34.17545893719801,1
2.3149758454106237,6.234814814814803,1558.7037037037012,32.138550724637625,0
2.33700483091787,6.307890499194837,1576.9726247987091,31.56405797101443,1
2.364830917874392,6.352270531400956,1588.0676328502389,30.11342995169077,1
2.3945893719806723,6.352979066022533,1588.2447665056334,30.76212560386468,1
2.4954589371980633,6.124895330112711,1531.2238325281778,30.163285024154536,1
2.6896618357487876,5.830531400966173,1457.632850241543,27.01526570048304,1
2.7822222222222175,5.7035104669887176,1425.8776167471794,25.172689210950033,1
2.8670531400966137,5.737455716586141,1434.3639291465352,24.45629629629625,1
2.9402898550724585,6.001545893719797,1500.386473429949,23.001159420289813,0
3.314975845410622,6.252206119162629,1563.0515297906575,22.554911433172265,1
3.631111111111105,6.426151368760053,1606.5378421900132,23.60161030595809,1
3.8684057971014427,6.481642512077283,1620.410628019321,23.367729468598988,0
3.906859903381636,6.995877616747169,1748.9694041867924,24.386602254428297,0
4.035362318840573,7.390789049919473,1847.6972624798677,24.533784219001564,0
4.010048309178737,7.633043478260856,1908.260869565214,25.229565217391258,1
4.0709178743961285,7.830853462157797,1957.7133655394491,23.660611916264045,1
4.071884057971007,8.031368760064398,2007.8421900160997,26.71716586151364,0
4.012946859903375,8.170241545893706,2042.5603864734262,30.022608695652124,0
3.89410628019323,8.256811594202885,2064.202898550721,31.10834138486307,1
3.6175845410627954,7.959806763285011,1989.9516908212527,31.657842190016048,1
3.325603864734293,7.466473429951678,1866.6183574879194,31.9155555555555,1
3.258164251207724,7.49565217391303,1873.9130434782576,32.024927536231836,0
3.0291787439613476,7.637101449275348,1909.2753623188373,31.34425120772941,1
2.7364251207729424,7.631690821256025,1907.9227053140064,30.47710144927531,1
2.891207729468594,7.706280193236702,1926.5700483091755,29.435555555555506,1
2.7996135265700435,7.178164251207717,1794.5410628019295,29.97990338164246,1
2.7099516908212515,6.6617391304347695,1665.4347826086926,29.20869565217386,1
2.6260869565217346,6.428599033816413,1607.1497584541037,30.96541062801927,1
2.55188405797101,6.124927536231873,1531.2318840579683,29.395748792270478,0
2.393429951690817,5.981256038647333,1495.314009661833,30.32444444444439,1
2.296811594202895,5.8199033816425025,1454.9758454106252,32.90975845410622,0
2.2620289855072424,5.7060869565217285,1426.5217391304323,33.369855072463714,1
2.3868599033816382,5.753236714975835,1438.309178743959,33.51574879227047,1
2.5290821256038605,5.845507246376801,1461.3768115942003,33.51855072463762,0
2.497584541062798,5.988019323671486,1497.0048309178717,33.46743961352651,0
2.5101449275362278,6.088115942028975,1522.0289855072438,32.75140096618352,0
2.4937198067632806,6.123285024154578,1530.8212560386446,32.998454106280136,0
2.594396135265696,6.042705314009652,1510.6763285024126,30.792367149758398,0
2.4743961352656965,6.314589371980666,1578.6473429951664,33.215652173912986,1
2.6175845410627976,6.686473429951679,1671.6183574879199,33.40872785829302,0
2.588985507246372,6.89806763285023,1724.5169082125576,35.34383252818029,0
2.606376811594198,6.9421256038647225,1735.5314009661804,34.860772946859846,1
2.5478260869565172,7.003768115942018,1750.9420289855043,33.45471819645727,1
2.4355555555555517,6.698260869565205,1674.5652173913013,31.251755233494308,1
2.5337198067632807,6.435265700483081,1608.8164251207702,27.80338164251203,1
2.722318840579705,6.649758454106269,1662.439613526567,26.808727858293025,0
2.7860869565217343,6.888405797101437,1722.1014492753595,26.025475040257604,0
2.7250241545893674,6.698454106280181,1674.6135265700455,25.28376811594198,0
2.779130434782604,6.3960386473429836,1599.009661835746,24.687471819645687,1
2.802318840579705,5.908115942028976,1477.0289855072438,24.345281803542633,0
2.794589371980672,5.892077294685979,1473.019323671495,24.370724637681114,1
2.755942028985502,5.827536231884048,1456.884057971012,24.699549114331678,1
2.686376811594198,5.606666666666657,1401.6666666666642,23.55112721417065,0
2.5858937198067586,5.299033816425112,1324.7584541062777,24.340579710144887,1
2.600579710144923,4.899323671497576,1224.8309178743941,22.930660225442793,0
2.538743961352653,4.351787439613519,1087.9468599033796,21.64566827697259,0
2.6442512077294644,4.083574879227045,1020.8937198067615,21.094782608695617,0
2.628792270531396,3.8099516908212494,952.4879227053124,20.638776167471782,0
2.590144927536227,3.5490821256038583,887.2705314009645,19.947407407407372,0
2.601352657004827,3.1959420289855016,798.9855072463754,18.36589371980673,1
2.542415458937194,2.9941062801932308,748.5265700483078,17.51268921095005,0
2.3644444444444406,3.1652173913043424,791.3043478260854,17.351320450885638,1
2.209661835748788,3.5258937198067573,881.4734299516892,18.663478260869535,1
2.2202898550724597,3.6285990338164185,907.1497584541046,18.430370370370337,1
2.250241545893716,3.333043478260864,833.2608695652159,18.225571658615106,0
2.226473429951687,3.3754589371980614,843.8647342995154,18.240135265700452,0
2.171207729468595,3.405603864734293,851.4009661835735,18.3653333333333,0
2.2025120772946822,3.256811594202892,814.2028985507231,18.94622222222219,1
2.34260869565217,3.3920772946859845,848.0193236714961,20.04164251207726,0
2.0784541062801893,3.282705314009656,820.6763285024141,23.223091787439575,0
2.3439613526570007,3.314782608695646,828.6956521739116,24.297294685990295,0
2.6486956521739087,3.385893719806757,846.4734299516892,25.07294685990334,1
3.014879227053135,3.4394202898550663,859.8550724637666,25.637971014492706,0
3.2716908212560325,3.757101449275355,939.2753623188389,27.4884057971014,0
3.4641545893719745,3.8720772946859836,968.0193236714958,28.288405797101397,0
3.7084057971014426,3.944927536231877,986.2318840579692,28.504057971014447,0
4.0253140096618285,4.158743961352649,1039.6859903381624,28.538260869565164,1
4.171014492753616,4.2730434782608615,1068.2608695652154,28.550724637681107,1
4.385507246376804,4.604154589371973,1151.0386473429933,29.44429951690816,0
4.522705314009654,4.854106280193228,1213.526570048307,30.226086956521687,0
4.533140096618349,5.235942028985498,1308.9855072463745,30.929178743961295,0
4.534589371980669,5.443285024154581,1360.8212560386448,30.950917874396087,0
4.583768115942021,5.822415458937187,1455.603864734297,30.614202898550673,0
4.6180676328502335,6.250048309178733,1562.5120772946832,30.48637681159415,0
4.564444444444437,6.385893719806752,1596.4734299516879,30.35130434782603,1
4.325120772946852,6.880193236714963,1720.0483091787412,29.749371980676276,1
4.188405797101442,6.881932367149746,1720.4830917874367,28.022318840579658,1
4.056521739130428,7.060869565217379,1765.2173913043448,27.98545893719802,1
3.929468599033809,6.972367149758441,1743.0917874396105,27.186376811594155,1
3.7589371980676263,7.205475040257636,1801.3687600644093,26.79826086956517,0
3.2027053140096564,7.141191626409005,1785.2979066022513,26.595033816425072,0
3.2468599033816363,7.005603864734287,1751.4009661835719,26.545004830917826,0
3.1400966183574823,6.56914653784218,1642.2866344605445,26.436869565217343,0
3.0773913043478207,6.3021578099838855,1575.5394524959715,26.299710144927488,0
3.620869565217385,6.36463768115941,1591.1594202898523,27.418454106280144,0
3.7413526570048248,6.707697262479859,1676.9243156199645,29.754396135265647,0
3.6629951690821194,6.925539452495963,1731.3848631239903,31.465217391304297,0
3.7496618357487854,7.145314009661823,1786.3285024154557,32.682318840579654,1
3.810241545893713,7.080644122383241,1770.16103059581,32.889178743961295,0
3.9216425120772875,7.169017713365527,1792.2544283413815,33.85681159420284,0
3.9677294685990265,7.220676328502403,1805.1690821256004,34.68048309178738,1
3.75739130434782,7.155426731078892,1788.8566827697232,35.1858937198067,0
3.7744927536231816,7.4009983896940295,1850.2495974235073,37.28241545893714,0
3.5351690821255977,7.16270531400965,1790.6763285024124,37.29140096618351,1
3.377198067632844,7.2158132045088434,1803.953301127211,39.31951690821249,0
3.348888888888883,7.09075684380031,1772.6892109500773,39.742028985507176,0
3.3928502415458874,7.119130434782596,1779.782608695649,40.3098550724637,1
3.331594202898545,6.980933977455704,1745.2334943639264,40.81913043478254,1
3.069565217391299,6.377423510466978,1594.3558776167442,38.54463768115935,1
2.895652173913038,5.959613526570038,1489.9033816425092,36.578357487922645,1
2.809855072463763,5.774460547504017,1443.6151368760038,34.81932367149752,1
2.7182608695652126,5.680322061191616,1420.080515297904,33.270917874396076,0
2.624734299516904,5.34328502415458,1335.821256038645,30.900869565217338,0
2.1909178743961313,5.17803542673107,1294.5088566827676,29.84830917874391,1
2.1145893719806725,5.166022544283405,1291.505636070851,29.20251207729463,0
2.6396135265700438,4.748792270531393,1187.198067632848,28.405861513687555,1
2.5393236714975798,4.573043478260862,1143.2608695652152,27.60747181964568,1
2.662028985507242,4.8767149758454025,1219.1787439613504,27.21275362318836,0
2.7638647342995117,4.968405797101441,1242.10144927536,27.544895330112674,0
2.818743961352652,5.392463768115933,1348.1159420289832,26.916843800322013,0
2.871690821256034,5.264444444444436,1316.111111111109,24.87304347826083,0
2.9671497584541004,5.194589371980667,1298.647342995167,23.243929146537802,0
3.199033816425115,5.210917874396126,1302.7294685990314,22.66003220611912,0
3.3729468599033763,5.126183574879219,1281.5458937198046,21.642512077294647,0
3.4888888888888827,4.922028985507238,1230.5072463768095,20.113687600644084,0
3.546859903381636,4.4798067632850165,1119.951690821254,16.73133655394522,0
3.5951690821255977,4.379999999999992,1094.9999999999982,16.296425120772916,0
3.536038647342989,3.870144927536225,967.5362318840563,15.395265700483062,0
